  -0.3057284485    1.3640052865    2.1752978864
   0.2192715515    2.2733319605    1.8939512343
  -0.8307284485    2.2733319605    1.8939512343
  -1.3557284485    1.3640052865    1.8939512343
   0.2192715515    2.2733319605   -1.7433554615
  -0.8307284485    2.2733319605   -1.7433554615
  -0.3057284485    1.3640052865   -2.0247021136
   1.0088657318    0.9331003898    2.1908796662
   2.0588657318    0.9331003898    1.9095330141
   1.5338657318    1.8424270637    1.9095330141
   2.0588657318    0.9331003898   -1.7277736818
   1.5338657318    1.8424270637   -1.7277736818
   1.0088657318    0.9331003898   -2.0091203338
   1.2533360875   -0.4280738412    2.1137723684
   2.3033360875   -0.4280738412    1.8324257164
   0.2033360875   -0.4280738412    1.8324257164
   1.7783360875   -1.3374005152    1.8324257164
   2.7832846415    0.5551643915   -1.0362276316
   2.3033360875   -0.4280738412   -1.8048809795
   1.7783360875   -1.3374005152   -1.8048809795
   1.2533360875   -0.4280738412   -2.0862276316
   0.2999221848   -1.3381006290    2.0261318319
  -0.2250778152   -2.2474273029    1.7447851798
   0.8249221848   -2.2474273029    1.7447851798
   0.0411008277   -3.1382427081    0.9761318319
   1.0554180890   -2.9924059027    0.9761318319
   1.8298707388   -2.3213388617    0.9761318319
  -0.4447480780   -3.3016347386   -0.0738681681
   0.5530492133   -3.4227892646   -0.0738681681
   1.4928581529   -3.0663667473   -0.0738681681
   0.0411008277   -3.1382427081   -1.1238681681
   1.0554180890   -2.9924059027   -1.1238681681
   1.8298707388   -2.3213388617   -1.1238681681
   1.3499221848   -1.3381006290   -1.8925215161
  -0.2250778152   -2.2474273029   -1.8925215161
   0.8249221848   -2.2474273029   -1.8925215161
   0.2999221848   -1.3381006290   -2.1738681681
  -0.9519093152   -0.9167391352    2.0119872615
  -2.0019093152   -0.9167391352    1.7306406095
  -1.4769093152   -1.8260658091    1.7306406095
  -0.4269093152   -0.0074124612   -1.9066660864
  -2.0019093152   -0.9167391352   -1.9066660864
  -1.4769093152   -1.8260658091   -1.9066660864
  -0.9519093152   -0.9167391352   -2.1880127385
  -1.3118899103    0.4188394240    2.0837540638
  -1.8368899103    1.3281660980    1.8024074118
  -2.3618899103    0.4188394240    1.8024074118
  -1.8368899103   -0.4904872500    1.8024074118
  -0.2618899103    0.4188394240   -1.8348992841
  -1.8368899103    1.3281660980   -1.8348992841
  -2.3618899103    0.4188394240   -1.8348992841
  -1.3118899103    0.4188394240   -2.1162459362
  -0.2355566206    3.3514968703    1.4923227336
  -1.3395919560    2.9927740445    1.4923227336
   0.6832621375    3.4393782590    0.6523227336
  -0.2632537744    3.9858494755    0.6523227336
  -1.3395919560    3.7960620137    0.6523227336
  -2.0421218101    2.9588195363    0.6523227336
   0.6832621375    3.4393782590   -0.3859743675
  -0.2632537744    3.9858494755   -0.3859743675
  -1.3395919560    3.7960620137   -0.3859743675
  -2.0421218101    2.9588195363   -0.3859743675
  -0.2355566206    3.3514968703   -1.2259743675
  -1.3395919560    2.9927740445   -1.2259743675
   2.8127107496    1.6282883849    1.5198275494
   2.1303793875    2.5674369355    1.5198275494
   3.4230064731    1.6282883849    0.6798275494
   3.0491981455    2.6553183242    0.6798275494
   2.1026822336    3.2017895407    0.6798275494
   1.0263440520    3.0120020789    0.6798275494
   3.0491981455    0.6012584457    0.6798275494
   3.4230064731    1.6282883849   -0.3584695517
   3.0491981455    2.6553183242   -0.3584695517
   2.1026822336    3.2017895407   -0.3584695517
   1.0263440520    3.0120020789   -0.3584695517
   2.8127107496    1.6282883849   -1.1984695517
   2.1303793875    2.5674369355   -1.1984695517
   3.2516652279   -0.7988068279    1.3824301197
   2.5693338658   -1.7379553784    1.3824301197
   3.8619609514   -0.7988068279    0.5424301197
   3.4881526238    0.2282231113    0.5424301197
   2.5416367119   -2.3723079836    0.5424301197
   3.4881526238   -1.8258367671    0.5424301197
   3.8619609514   -0.7988068279   -0.4958669814
   3.4881526238    0.2282231113   -0.4958669814
   2.5416367119   -2.3723079836   -0.4958669814
   3.4881526238   -1.8258367671   -0.4958669814
   3.2516652279   -0.7988068279   -1.3358669814
   2.5693338658   -1.7379553784   -1.3358669814
  -2.5076557940   -2.2596089190    1.1990633930
  -1.4036204586   -2.6183317448    1.1990633930
  -3.2101856481   -1.1327119778    0.3590633930
  -3.2101856481   -2.2256544108    0.3590633930
  -2.5076557940   -3.0628968882    0.3590633930
  -1.4313176124   -3.2526843500    0.3590633930
  -3.2101856481   -1.1327119778   -0.6792337081
  -3.2101856481   -2.2256544108   -0.6792337081
  -2.5076557940   -3.0628968882   -0.6792337081
  -1.4313176124   -3.2526843500   -0.6792337081
  -2.5076557940   -1.0987574695   -1.5192337081
  -2.5076557940   -2.2596089190   -1.5192337081
  -1.4036204586   -2.6183317448   -1.5192337081
  -3.1467797875    1.2839825731    1.3272064553
  -3.1467797875    0.1231311236    1.3272064553
  -3.1467797875    2.0872705423    0.4872064553
  -3.8493096416    1.2500280649    0.4872064553
